name	ID	manual	auto	checked	blacklisted
pre-replicative complex assembly	GO_0036388	0	1	1	0
telomeric template RNA reverse transcriptase activity	GO_0003721	0	1	1	0
DNA unwinding involved in cell cycle DNA replication	GO_1902297	0	1	1	0
DNA ligation involved in meiotic DNA replication	GO_1902972	0	1	1	0
DNA replication termination involved in meiotic DNA replication	GO_1902978	0	1	1	0
lagging strand elongation involved in mitotic DNA replication	GO_1903459	0	1	1	0
GINS complex assembly	GO_0071165	0	1	1	0
RNA-dependent DNA replication	GO_0006278	0	1	1	0
mitotic cell cycle DNA replication	GO_1902969	0	1	1	0
synthesis of RNA primer involved in mitotic DNA replication	GO_1902981	0	1	1	0
DNA replication initiation involved in cell cycle DNA replication	GO_1902292	0	1	1	0
mitotic telomere maintenance via semi-conservative replication	GO_1902990	0	1	1	0
mismatch repair involved in maintenance of fidelity involved in DNA-dependent DNA replication	GO_0070716	0	1	1	0
mitotic pre-replicative complex assembly	GO_1902985	0	1	1	0
meiotic cell cycle DNA replication	GO_1902968	0	1	1	0
DNA synthesis involved in DNA replication	GO_0090592	0	1	1	0
mitotic DNA-dependent DNA replication	GO_1990506	0	1	1	0
telomere maintenance via semi-conservative replication	GO_0032201	0	1	1	0
viral DNA strand displacement replication	GO_0039687	0	1	1	0
rolling circle viral DNA replication	GO_0039682	0	1	1	0
homologous recombination-dependent replication fork processing	GO_1990426	0	1	1	0
bacterial-type DNA replication	GO_0044787	0	1	1	0
negative regulation of telomere maintenance via telomerase	GO_0032211	0	1	1	0
DNA duplex unwinding involved in mitotic DNA replication	GO_1902971	0	1	1	0
DNA ligation involved in bacterial-type DNA replication	GO_1902327	0	1	1	0
pre-replicative complex assembly involved in bacterial-type DNA replication	GO_0036390	0	1	1	0
positive regulation of DNA replication initiation	GO_1903468	0	1	1	0
telomerase activity	GO_0003720	0	1	1	0
positive regulation of telomerase activity	GO_0051973	0	1	1	0
DNA unwinding involved in DNA replication	GO_0006268	0	1	1	0
replication fork arrest at tRNA locus	GO_0090001	0	1	1	0
positive regulation of mitochondrial DNA replication	GO_0090297	0	1	1	0
reverse transcription	GO_0001171	0	1	1	0
replication fork arrest involved in DNA replication termination	GO_0071807	0	1	1	0
DNA replication termination involved in cell cycle DNA replication	GO_1902294	0	1	1	0
telomerase inhibitor activity	GO_0010521	0	1	1	0
DNA replication initiation involved in bacterial-type DNA replication	GO_1902328	0	1	1	0
positive regulation of DNA replication	GO_0045740	0	1	1	0
DNA duplex unwinding involved in nuclear cell cycle DNA replication	GO_1902320	0	1	1	0
positive regulation of reverse transcription	GO_1900270	0	1	1	0
positive regulation of mitotic cell cycle DNA replication	GO_1903465	0	1	1	0
mitotic DNA replication termination	GO_1902979	0	1	1	0
positive regulation of telomere maintenance via telomerase	GO_0032212	0	1	1	0
positive regulation of DNA-dependent DNA replication initiation	GO_0032298	0	1	1	0
DNA primase activity	GO_0003896	0	1	1	0
template for synthesis of G-rich strand of telomere DNA activity	GO_0000332	0	1	1	0
negative regulation of mitotic cell cycle DNA replication	GO_1903464	0	1	1	0
synthesis of RNA primer involved in cell cycle DNA replication	GO_1902295	0	1	1	0
replication fork processing at rDNA locus	GO_0034065	0	1	1	0
DNA duplex unwinding involved in bacterial-type DNA replication	GO_1902332	0	1	1	0
site-specific DNA replication termination	GO_0071170	0	1	1	0
viral double stranded DNA replication via reverse transcription	GO_0039688	0	1	1	0
DNA replication initiation involved in meiotic DNA replication	GO_1902974	0	1	1	0
regulation of telomere maintenance via telomerase	GO_0032210	0	1	1	0
DNA ligation involved in DNA-dependent DNA replication	GO_0051104	0	1	1	0
bidirectional double-stranded viral DNA replication	GO_0039686	0	1	1	0
plastid DNA replication	GO_0033259	0	1	1	0
replication fork arrest at mating type locus	GO_0011000	0	1	1	0
negative regulation of DNA-dependent DNA replication	GO_2000104	0	1	1	0
negative regulation of mitotic DNA replication initiation	GO_1903467	0	1	1	0
replication of extrachromosomal circular DNA involved in replicative cell aging	GO_0001314	0	1	1	0
