Roche CV	GO term name	GO term ID
Wnt pathway	canonical Wnt signaling pathway involved in mesonephros development
Wnt pathway	canonical Wnt signaling pathway involved in metanephric kidney development
Wnt pathway	canonical Wnt signaling pathway involved in negative regulation of apoptotic process
Wnt pathway	canonical Wnt signaling pathway involved in neural crest cell differentiation
Wnt pathway	canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation
Wnt pathway	canonical Wnt signaling pathway involved in osteoblast differentiation
Wnt pathway	canonical Wnt signaling pathway involved in positive regulation of apoptotic process
Wnt pathway	canonical Wnt signaling pathway involved in positive regulation of cardiac muscle cell proliferation
Wnt pathway	canonical Wnt signaling pathway involved in positive regulation of cardiac outflow tract cell proliferation
Wnt pathway	canonical Wnt signaling pathway involved in positive regulation of cell-cell adhesion
Wnt pathway	canonical Wnt signaling pathway involved in positive regulation of endothelial cell migration
Wnt pathway	canonical Wnt signaling pathway involved in positive regulation of epithelial to mesenchymal transition
Wnt pathway	canonical Wnt signaling pathway involved in positive regulation of secondary heart field cardioblast proliferation
Wnt pathway	canonical Wnt signaling pathway involved in positive regulation of wound healing
Wnt pathway	canonical Wnt signaling pathway involved in regulation of cell proliferation
Wnt pathway	canonical Wnt signaling pathway involved in regulation of type B pancreatic cell proliferation
Wnt pathway	canonical Wnt signaling pathway involved in ureteric bud branching
Wnt pathway	negative regulation of Wnt protein secretion
Wnt pathway	negative regulation of Wnt signaling pathway
Wnt pathway	negative regulation of Wnt signaling pathway by Wnt receptor internalization
Wnt pathway	negative regulation of Wnt signaling pathway involved in digestive tract morphogenesis
Wnt pathway	negative regulation of Wnt signaling pathway involved in dorsal/ventral axis specification
Wnt pathway	negative regulation of Wnt signaling pathway involved in heart development
Wnt pathway	negative regulation of Wnt signaling pathway, calcium modulating pathway
Wnt pathway	negative regulation of anterior neural cell fate commitment of the neural plate by Wnt signaling pathway
Wnt pathway	negative regulation of canonical Wnt signaling pathway
Wnt pathway	negative regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
Wnt pathway	negative regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
Wnt pathway	negative regulation of canonical Wnt signaling pathway involved in neural crest cell differentiation
Wnt pathway	negative regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation
Wnt pathway	negative regulation of heart induction by canonical Wnt signaling pathway
Wnt pathway	negative regulation of non-canonical Wnt signaling pathway
Wnt pathway	negative regulation of non-canonical Wnt signaling pathway via JNK cascade
Wnt pathway	non-canonical Wnt signaling pathway
Wnt pathway	non-canonical Wnt signaling pathway involved in heart development
Wnt pathway	non-canonical Wnt signaling pathway via JNK cascade
Wnt pathway	non-canonical Wnt signaling pathway via MAPK cascade
Wnt pathway	positive regulation of Wnt protein secretion
Wnt pathway	positive regulation of Wnt signaling pathway
Wnt pathway	positive regulation of Wnt signaling pathway by BMP signaling pathway
Wnt pathway	positive regulation of Wnt signaling pathway by Wnt receptor internalization
Wnt pathway	positive regulation of Wnt signaling pathway by establishment of Wnt protein localization to extracellular region
Wnt pathway	positive regulation of Wnt signaling pathway involved in dorsal/ventral axis specification
Wnt pathway	positive regulation of Wnt signaling pathway, calcium modulating pathway
Wnt pathway	positive regulation of Wnt signaling pathway, planar cell polarity pathway
Wnt pathway	positive regulation of canonical Wnt signaling pathway
Wnt pathway	positive regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
Wnt pathway	positive regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
Wnt pathway	positive regulation of canonical Wnt signaling pathway involved in neural crest cell differentiation
Wnt pathway	positive regulation of heart induction by negative regulation of canonical Wnt signaling pathway
Wnt pathway	positive regulation of non-canonical Wnt signaling pathway
Wnt pathway	positive regulation of non-canonical Wnt signaling pathway via JNK cascade
Wnt pathway	positive regulation of posterior neural plate formation by Wnt signaling pathway
Wnt pathway	receptor internalization involved in canonical Wnt signaling pathway
Wnt pathway	regulation of Wnt protein secretion
Wnt pathway	regulation of Wnt signaling pathway
Wnt pathway	regulation of Wnt signaling pathway by Wnt protein secretion
Wnt pathway	regulation of Wnt signaling pathway involved in digestive tract morphogenesis
Wnt pathway	regulation of Wnt signaling pathway involved in dorsal/ventral axis specification
Wnt pathway	regulation of Wnt signaling pathway involved in heart development
Wnt pathway	regulation of Wnt signaling pathway, calcium modulating pathway
Wnt pathway	regulation of Wnt signaling pathway, planar cell polarity pathway
Wnt pathway	regulation of canonical Wnt signaling pathway
Wnt pathway	regulation of canonical Wnt signaling pathway involved in cardiac muscle cell fate commitment
Wnt pathway	regulation of canonical Wnt signaling pathway involved in controlling type B pancreatic cell proliferation
Wnt pathway	regulation of canonical Wnt signaling pathway involved in neural crest cell differentiation
Wnt pathway	regulation of canonical Wnt signaling pathway involved in neural plate anterior/posterior pattern formation
Wnt pathway	regulation of cell adhesion involved in heart morphogenesis by non-canonical Wnt signaling pathway
Wnt pathway	regulation of hair cycle by canonical Wnt signaling pathway
Wnt pathway	regulation of heart induction by regulation of canonical Wnt signaling pathway
Wnt pathway	regulation of non-canonical Wnt signaling pathway
Wnt pathway	regulation of non-canonical Wnt signaling pathway via JNK cascade
vitamin metabolism	biotin carboxyl carrier protein biosynthetic process
vitamin metabolism	biotin catabolic process
vitamin metabolism	biotin metabolic process
vitamin metabolism	biotin transport
vitamin K	vitamin K biosynthetic process
vitamin K	vitamin K catabolic process
vitamin K	vitamin K metabolic process
vitamin D	vitamin D biosynthetic process
vitamin D	vitamin D catabolic process
vitamin D	vitamin D metabolic process
vitamin D	vitamin D receptor signaling pathway
vitamin D	vitamin D2 metabolic process
vitamin D	vitamin D3 metabolic process
vitamin D	vitamin D4 metabolic process
vitamin D	vitamin D5 metabolic process
vitamin C	ascorbate stabilization
vitamin A	vitamin A biosynthetic process
vitamin A	vitamin A import
vitamin A	vitamin A metabolic process
vitamin A	vitamin A transport
virus	catabolism by virus of host DNA
virus	caveolin-mediated endocytosis of virus by host cell
virus	clathrin-mediated endocytosis of virus by host cell
virus	cleavage by virus of host mRNA
virus	coreceptor-mediated virion attachment to host cell
virus	cytolysis by virus of host cell
virus	cytolysis by virus via pore formation in host cell membrane
virus	cytolysis by virus via suppression of host peptidoglycan biosynthetic process
virus	cytoplasmic pattern recognition receptor signaling pathway in response to virus
virus	defense response to virus
virus	detection of virus
virus	disruption by virus of host cell
virus	disruption by virus of host cell membrane
virus	early viral transcription
virus	endocytosis involved in viral entry into host cell
virus	endosome lysis involved in viral entry into host cell
virus	endosome membrane permeabilization involved in viral entry into host cell
virus	entry of intact viral capsid into host nucleus through nuclear pore complex
virus	entry of viral genome into host nucleus through nuclear pore complex via importin
virus	entry of viral genome into host nucleus via docking of viral capsid to the nuclear pore complex and injection of viral genome
virus	entry of viral genome into host nucleus via retainment of capsid in nuclear pore complex and release of genome into nucleoplasm
virus	establishment of integrated proviral latency
virus	establishment of viral latency
virus	evasion or tolerance of host defenses by virus
virus	exit of virus from host cell nucleus by nuclear egress
virus	fusion of virus membrane with host macropinosome membrane
virus	fusion of virus membrane with host plasma membrane
virus	genome retention in viral capsid
virus	immortalization of host cell by virus
virus	induction by virus of catabolism of host mRNA
virus	induction by virus of host apoptotic process
virus	induction by virus of host autophagy
virus	induction by virus of host cell-cell fusion
virus	induction by virus of host endonucleolytic cleavage-dependent mRNA catabolic process
virus	induction by virus of host endoribonuclease activity
virus	induction by virus of host nuclear polyadenylation-dependent mRNA catabolic process
virus	induction by virus of host protein phosphorylation
virus	initiation of viral infection
virus	intracellular transport of viral protein in host cell
virus	intracellular transport of virus
virus	late viral transcription
virus	latent virus replication
virus	lytic vacuole organization
virus	lytic viral budding
virus	lytic viral life cycle
virus	lytic virus budding from ER membrane
virus	lytic virus budding from Golgi membrane
virus	lytic virus budding from plasma membrane
virus	macropinocytosis involved in viral entry into host cell
virus	macropinosomal membrane permeabilization involved in viral entry into host cell
virus	macropinosome lysis involved in viral entry into host cell
virus	maintenance of viral latency
virus	microtubule-dependent intracellular transport of viral material
virus	microtubule-dependent intracellular transport of viral material towards nucleus
virus	modification by virus of host mRNA processing
virus	modification by virus of host polysomes
virus	modulation by host of viral transcription
virus	modulation by virus of host PP1 activity
virus	modulation by virus of host apoptotic process
virus	modulation by virus of host autophagy
virus	modulation by virus of host catalytic activity
virus	modulation by virus of host chromatin organization
virus	modulation by virus of host molecular function
virus	modulation by virus of host morphology or physiology
virus	modulation by virus of host process
virus	modulation by virus of host protein dephosphorylation
virus	modulation by virus of host protein phosphorylation
virus	modulation by virus of host transcription
virus	modulation by virus of host translation
virus	negative regulation by host of viral transcription
virus	negative regulation of defense response to virus
virus	negative regulation of defense response to virus by host
virus	negative regulation of intracellular transport of viral material
virus	negative regulation of single stranded viral RNA replication via double stranded DNA intermediate
virus	negative regulation of spread of virus in host, cell to cell
virus	negative regulation of viral entry into host cell
virus	negative regulation of viral genome replication
virus	negative regulation of viral process
virus	negative regulation of viral protein levels in host cell
virus	negative regulation of viral transcription
virus	negative regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway
virus	non-lytic viral release
virus	pore-mediated entry of viral genome into host cell
virus	positive regulation of apoptotic process by virus
virus	positive regulation of defense response to virus by host
virus	positive regulation of intracellular transport of viral material
virus	positive regulation of single stranded viral RNA replication via double stranded DNA intermediate
virus	positive regulation of spread of virus in host, cell to cell
virus	positive regulation of syncytium formation by virus
virus	positive regulation of viral entry into host cell
virus	positive regulation of viral genome replication
virus	positive regulation of viral process
virus	positive regulation of viral protein levels in host cell
virus	positive regulation of viral transcription
virus	proteolysis by virus of host translation initiation factor
virus	provirus excision
virus	receptor-mediated endocytosis of virus by host cell
virus	receptor-mediated virion attachment to host cell
virus	regulation by virus of viral protein levels in host cell
virus	regulation of intracellular transport of viral material
virus	regulation of single stranded viral RNA replication via double stranded DNA intermediate
virus	regulation of spread of virus in host, cell to cell
virus	regulation of viral entry into host cell
virus	regulation of viral genome replication
virus	regulation of viral process
virus	regulation of viral transcription
virus	regulation of viral-induced cytoplasmic pattern recognition receptor signaling pathway
virus	release from viral latency
virus	response to virus
virus	retrotransposon nucleocapsid
virus	sigma virus replication
virus	suppression by virus of G2/M transition of host mitotic cell cycle
virus	suppression by virus of expression of host genes with introns
virus	suppression by virus of host ATP-dependent RNA helicase activity
virus	suppression by virus of host IRF3 activity
virus	suppression by virus of host IRF3 activity by inhibition of DNA binding
virus	suppression by virus of host IRF3 activity by inhibition of IRF3 phosphorylation
virus	suppression by virus of host IRF3 activity by positive regulation of IRF3 catabolic process
virus	suppression by virus of host IRF7 activity
virus	suppression by virus of host IRF7 activity by positive regulation of IRF7 catabolic process
virus	suppression by virus of host IRF7 activity by positive regulation of IRF7 sumoylation
virus	suppression by virus of host IRF9 activity
virus	suppression by virus of host IRF9 activity by positive regulation of IRF9 localization to nucleus
virus	suppression by virus of host ISG15 activity
virus	suppression by virus of host JAK-STAT cascade
virus	suppression by virus of host JAK1 activity
virus	suppression by virus of host JAK1 activity by negative regulation of JAK1 phosphorylation
virus	suppression by virus of host JAK1 activity via JAK1 binding
virus	suppression by virus of host MAVS activity
virus	suppression by virus of host MAVS activity by MAVS proteolysis
virus	suppression by virus of host MDA-5 activity
virus	suppression by virus of host MDA-5 activity via MDA-5 binding
virus	suppression by virus of host MDA-5 signaling pathway
virus	suppression by virus of host PKR activity
virus	suppression by virus of host PKR activity by positive regulation of PKR catabolic process
virus	suppression by virus of host PKR activity by positive regulation of PKR nuclear localization
virus	suppression by virus of host PKR activity via double-stranded RNA binding
virus	suppression by virus of host RIG-I K63-linked ubiquitination
virus	suppression by virus of host RIG-I activity
virus	suppression by virus of host RIG-I activity by RIG-I proteolysis
virus	suppression by virus of host RIG-I activity by viral RNA 5' processing
virus	suppression by virus of host RIG-I signaling pathway
virus	suppression by virus of host RIG-I via RIG-I binding
virus	suppression by virus of host RNA polymerase II activity
virus	suppression by virus of host STAT activity
virus	suppression by virus of host STAT1 activity
virus	suppression by virus of host STAT1 activity by inhibition of DNA binding
virus	suppression by virus of host STAT1 activity by negative regulation of STAT protein import into nucleus
virus	suppression by virus of host STAT1 activity by negative regulation of STAT1 tyrosine phosphorylation
virus	suppression by virus of host STAT1 activity by positive regulation of STAT1 catabolic process
virus	suppression by virus of host STAT1 activity by tyrosine dephosphorylation of STAT1
virus	suppression by virus of host STAT2 activity
virus	suppression by virus of host STAT2 activity by negative regulation of STAT protein import into nucleus
virus	suppression by virus of host STAT2 activity by negative regulation of STAT2 tyrosine phosphorylation
virus	suppression by virus of host STAT2 activity by positive regulation of STAT2 catabolic process
virus	suppression by virus of host TRAF activity
virus	suppression by virus of host TRAF-mediated signal transduction
virus	suppression by virus of host TYK2 activity
virus	suppression by virus of host TYK2 activity by negative regulation of TYK2 tyrosine phosphorylation
virus	suppression by virus of host antigen processing and presentation
virus	suppression by virus of host antigen processing and presentation of peptide antigen via MHC class I
virus	suppression by virus of host antigen processing and presentation of peptide antigen via MHC class II
virus	suppression by virus of host apoptotic process
virus	suppression by virus of host autophagy
virus	suppression by virus of host catalytic activity
virus	suppression by virus of host cell cycle arrest
virus	suppression by virus of host cell lysis in response to superinfection
virus	suppression by virus of host cell wall biogenesis
virus	suppression by virus of host chemokine activity
virus	suppression by virus of host complement activation
virus	suppression by virus of host complement neutralization
virus	suppression by virus of host cytokine activity
virus	suppression by virus of host cytokine production
virus	suppression by virus of host exit from mitosis
virus	suppression by virus of host interferon receptor activity
virus	suppression by virus of host intracellular interferon activity
virus	suppression by virus of host mRNA export from nucleus
virus	suppression by virus of host mRNA processing
virus	suppression by virus of host mRNA splicing
virus	suppression by virus of host molecular function
virus	suppression by virus of host pattern recognition receptor activity
virus	suppression by virus of host peptidoglycan biosynthetic process
virus	suppression by virus of host protein kinase activity
virus	suppression by virus of host protein phosphorylation
virus	suppression by virus of host protein tyrosine kinase activity
virus	suppression by virus of host receptor activity
virus	suppression by virus of host tapasin activity
virus	suppression by virus of host tetherin activity
virus	suppression by virus of host transcription initiation from RNA polymerase II promoter
virus	suppression by virus of host translation
virus	suppression by virus of host translation initiation
virus	suppression by virus of host translation initiation factor activity
virus	suppression by virus of host translation initiation factor activity by induction of host protein dephosphorylation
virus	suppression by virus of host translation termination
virus	suppression by virus of host type I interferon production
virus	suppression by virus of host type I interferon-mediated signaling pathway
virus	suppression by virus of host viral-induced cytoplasmic pattern recognition receptor signaling pathway
virus	transformation of host cell by virus
virus	translocation of virus into host cell
virus	transmission of virus
virus	transport of viral material towards nucleus
virus	transport of virus
virus	transport of virus in host, cell to cell
virus	transport of virus in host, tissue to tissue
virus	transport of virus in multicellular host
virus	uncoating of virus
virus	viral DNA cleavage involved in viral genome maturation
virus	viral DNA genome packaging
virus	viral DNA genome packaging via site-specific sequence recognition
virus	viral DNA genome packaging, 3' extended cos packaging
virus	viral DNA genome packaging, 5' extended cos packaging
virus	viral DNA genome packaging, headful
virus	viral DNA repair
virus	viral RNA genome packaging
virus	viral budding
virus	viral budding from ER membrane
virus	viral budding from inner nuclear membrane
virus	viral budding from nuclear membrane
virus	viral budding from outer nuclear membrane
virus	viral budding from plasma membrane
virus	viral capsid assembly
virus	viral capsid precursor transport to host cell nucleus
virus	viral capsid secondary envelopment
virus	viral entry into host cell
virus	viral entry into host cell via caveolin-mediated endocytosis followed by genetic injection through the endosome membrane
virus	viral entry into host cell via clathrin-mediated endocytosis followed by genetic injection through the endosome membrane
virus	viral exocytosis
virus	viral gene expression
virus	viral gene silencing in virus induced gene silencing
virus	viral genome maturation
virus	viral genome packaging
virus	viral genome replication
virus	viral head-tail joining
virus	viral latency
virus	viral life cycle
virus	viral mRNA export from host cell nucleus
virus	viral penetration into host nucleus
virus	viral procapsid maturation
virus	viral process
virus	viral protein processing
virus	viral release from host cell
virus	viral replication
virus	viral replication complex formation and maintenance
virus	viral scaffold assembly and maintenance
virus	viral tail assembly
virus	viral transcription
virus	viral translation
virus	viral transmission by vector
virus	viral triggering of virus induced gene silencing
virus	viral-induced premature senescence
virus	virion assembly
virus	virion attachment to host cell
virus	virulence
virus	virus baseplate assembly
virus	virus induced gene silencing
virus	virus maturation
virus	virus tail fiber assembly
virus	virus-infected cell apoptotic process
vessel development	glomerular capillary formation
vessel development	glomerulus vasculature development
vessel development	glomerulus vasculature morphogenesis
vessel development	mesonephric glomerular capillary formation
vessel development	metanephric glomerular capillary formation
vessel	blood vessel development
vessel	blood vessel lumenization
vessel	blood vessel maturation
vessel	blood vessel morphogenesis
vessel	blood vessel remodeling
vessel	envenomation resulting in blood vessel extracellular matrix damage, causing hemorrhagic damage in other organism
vessel	labyrinthine layer blood vessel development
vessel	negative regulation of blood vessel morphogenesis
vessel	negative regulation of blood vessel remodeling
vessel	negative regulation of testicular blood vessel morphogenesis
vessel	patterning of blood vessels
vessel	placenta blood vessel development
vessel	positive regulation of blood vessel remodeling
vessel	regulation of blood vessel remodeling
vessel	regulation of blood vessel size
vessel	regulation of blood vessel size by renin-angiotensin
vessel	renal artery morphogenesis
vessel	renal system vasculature development
vessel	renal system vasculature morphogenesis
vessel	retinal blood vessel morphogenesis
vessel	venous blood vessel development
vessel	venous blood vessel morphogenesis
vescicle dynamics	vesicle coating
vescicle dynamics	vesicle docking
vescicle dynamics	vesicle docking involved in exocytosis
vescicle dynamics	vesicle fusion
vescicle dynamics	vesicle fusion with Golgi apparatus
vescicle dynamics	vesicle fusion with endoplasmic reticulum
vescicle dynamics	vesicle fusion with nuclear membrane involved in mitotic nuclear envelope reassembly
vescicle dynamics	vesicle fusion with peroxisome
vescicle dynamics	vesicle fusion with vacuole
vescicle dynamics	vesicle localization
vescicle dynamics	vesicle organization
vescicle dynamics	vesicle targeting
vescicle dynamics	vesicle targeting to fusome
vescicle dynamics	vesicle targeting, cis-Golgi to rough ER
vescicle dynamics	vesicle targeting, inter-Golgi cisterna
vescicle dynamics	vesicle targeting, plasma membrane to endosome
vescicle dynamics	vesicle targeting, rough ER to cis-Golgi
vescicle dynamics	vesicle targeting, to, from or within Golgi
vescicle dynamics	vesicle targeting, trans-Golgi to endosome
vescicle dynamics	vesicle transport
vescicle dynamics	vesicle transport along actin filament
vescicle dynamics	vesicle transport along microtubule
vescicle dynamics	vesicle uncoating
vescicle dynamics	vesicle-mediated cholesterol transport
vescicle dynamics	vesicle-mediated transport
vescicle dynamics	vesicle-mediated transport involved in floral organ abscission
VEGF pathway	VEGF-activated platelet-derived growth factor receptor signaling pathway
VEGF pathway	VEGF-activated platelet-derived growth factor receptor-alpha signaling pathway
VEGF pathway	VEGF-activated platelet-derived growth factor receptor-beta signaling pathway
vasodilation	vasodilation
vasodilation	vasodilation by acetylcholine involved in regulation of systemic arterial blood pressure
vasodilation	vasodilation by angiotensin involved in regulation of systemic arterial blood pressure
vasodilation	vasodilation by norepinephrine-epinephrine involved in regulation of systemic arterial blood pressure
vasodilation	vasodilation involved in acute inflammatory response
vasodilation	vasodilation of artery involved in baroreceptor response to increased systemic arterial blood pressure
vasoconstriction	vasoconstriction
vasoconstriction	vasoconstriction by vasopressin involved in systemic arterial blood pressure control
vasoconstriction	vasoconstriction of artery involved in aortic body chemoreceptor response to lowering of systemic arterial blood pressure
vasoconstriction	vasoconstriction of artery involved in baroreceptor response to lowering of systemic arterial blood pressure
vasoconstriction	vasoconstriction of artery involved in carotid body chemoreceptor response to lowering of systemic arterial blood pressure
vasoconstriction	vasoconstriction of artery involved in chemoreceptor response to lowering of systemic arterial blood pressure
vasoconstriction	vasoconstriction of artery involved in ischemic response to lowering of systemic arterial blood pressure
vascular	angioblast cell differentiation
vascular	angioblast cell migration
vascular	angioblast cell migration from lateral mesoderm to midline
vascular	angioblast cell migration involved in selective angioblast sprouting
vascular	cerebellum vasculature development
vascular	cerebellum vasculature morphogenesis
vascular	superior vena cava morphogenesis
vascular	vascular process in circulatory system
vascular	vascular smooth muscle cell development
vascular	vascular smooth muscle cell differentiation
vascular	vascular smooth muscle cell fate commitment
vascular	vascular smooth muscle cell fate determination
vascular	vascular smooth muscle cell fate specification
vascular	vascular smooth muscle contraction
vascular	vascular transport
vascular	vascular wound healing
vascular	vasculature development
vascular	vasculogenesis
vascular	vasculogenesis involved in coronary vascular morphogenesis
vacuole	autophagic vacuole membrane
vacuole	contractile vacuole
vacuole	extrinsic component of vacuolar membrane
vacuole	fungal-type vacuole
vacuole	fungal-type vacuole lumen
vacuole	fungal-type vacuole membrane
vacuole	lytic vacuole
vacuole	lytic vacuole within protein storage vacuole
vacuole	plant-type vacuole
vacuole	plant-type vacuole lumen
vacuole	pre-autophagosomal structure
vacuole	protein storage vacuole
vacuole	storage vacuole
vacuole	vacuolar acidification
vacuole	vacuolar amino acid transmembrane transport
vacuole	vacuolar calcium ion homeostasis
vacuole	vacuolar phosphate transport
vacuole	vacuolar protein catabolic process
vacuole	vacuolar protein processing
vacuole	vacuolar proton-transporting V-type ATPase complex assembly
vacuole	vacuolar proton-transporting V-type ATPase, V0 domain
vacuole	vacuolar proton-transporting V-type ATPase, V1 domain
vacuole	vacuolar sequestering
vacuole	vacuolar sequestering of sodium ion
vacuole	vacuolar transmembrane transport
vacuole	vacuolar transport
vacuole	vacuole fusion, non-autophagic
vacuole	vacuole inheritance
vacuole	vacuole organization
uterus	uterine epithelium development
uterus	uterine smooth muscle contraction
uterus	uterine smooth muscle relaxation
uterus	uterine wall breakdown
uterus	uterine wall growth
uterus	uterus development
uterus	uterus morphogenesis
ureter	ureter epithelial cell differentiation
ureter	ureter maturation
ureter	ureter morphogenesis
ureter	ureter part of ureteric bud development
ureter	ureter smooth muscle cell differentiation
ureter	ureter smooth muscle contraction
ureter	ureter smooth muscle development
ureter	ureter urothelium development
ureter	ureteric bud development
ureter	ureteric bud elongation
ureter	ureteric bud formation
ureter	ureteric bud invasion
ureter	ureteric bud morphogenesis
ureter	ureteric peristalsis
ureter	urethra development
urea metabolism	urate biosynthetic process
urea metabolism	urate catabolic process
urea metabolism	urate metabolic process
urea metabolism	urate transport
urea metabolism	urea catabolic process
urea metabolism	urea cycle
urea metabolism	urea cycle intermediate metabolic process
urea metabolism	urea homeostasis
urea metabolism	urea metabolic process
urea metabolism	urea transmembrane transport
urea metabolism	urea transport
unicellular organism	filamentous growth
unicellular organism	filamentous growth of a multicellular organism
unicellular organism	filamentous growth of a population of unicellular organisms
unicellular organism	filamentous growth of a population of unicellular organisms in response to biotic stimulus
unicellular organism	filamentous growth of a population of unicellular organisms in response to chemical stimulus
unicellular organism	filamentous growth of a population of unicellular organisms in response to heat
unicellular organism	filamentous growth of a population of unicellular organisms in response to neutral pH
unicellular organism	filamentous growth of a population of unicellular organisms in response to pH
unicellular organism	filamentous growth of a population of unicellular organisms in response to starvation
unicellular organism	filamentous growth of a unicellular organism
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to heat
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to neutral pH
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to pH
unicellular organism	negative regulation of filamentous growth of a population of unicellular organisms in response to starvation
unicellular growth	regulation of filamentous growth of a population of unicellular organisms
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to biotic stimulus
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to chemical stimulus
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to heat
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to neutral pH
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to pH
unicellular growth	regulation of filamentous growth of a population of unicellular organisms in response to starvation
UDP metabolism	UDP biosynthetic process
UDP metabolism	UDP catabolic process
UDP metabolism	UDP metabolic process
UDP metabolism	UDP reduction
UDP metabolism	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose biosynthetic process
UDP metabolism	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose catabolic process
UDP metabolism	UDP-4-deoxy-4-formamido-beta-L-arabinopyranose metabolic process
UDP metabolism	UDP-D-apiose biosynthetic process
UDP metabolism	UDP-D-apiose metabolic process
UDP metabolism	UDP-D-galactose biosynthetic process
UDP metabolism	UDP-D-galactose metabolic process
UDP metabolism	UDP-D-galacturonate biosynthetic process
UDP metabolism	UDP-D-galacturonate metabolic process
UDP metabolism	UDP-D-xylose biosynthetic process
UDP metabolism	UDP-D-xylose metabolic process
UDP metabolism	UDP-L-arabinose biosynthetic process
UDP metabolism	UDP-L-arabinose metabolic process
UDP metabolism	UDP-N-acetylgalactosamine biosynthetic process
UDP metabolism	UDP-N-acetylgalactosamine catabolic process
UDP metabolism	UDP-N-acetylgalactosamine metabolic process
UDP metabolism	UDP-N-acetylgalactosamine transport
UDP metabolism	UDP-N-acetylglucosamine biosynthesis involved in chitin biosynthesis
UDP metabolism	UDP-N-acetylglucosamine biosynthetic process
UDP metabolism	UDP-N-acetylglucosamine catabolic process
UDP metabolism	UDP-N-acetylglucosamine metabolic process
UDP metabolism	UDP-N-acetylglucosamine transport
UDP metabolism	UDP-galactose transmembrane transport
UDP metabolism	UDP-galactose transport
UDP metabolism	UDP-glucose catabolic process
UDP metabolism	UDP-glucose metabolic process
